Test Case Number: 4
0,-0.01
0,-0.00
0,-0.01
0,-0.00
0,0.00
0,0.00
0,-0.00
0,-0.01
0,0.00
0,-0.01
0,-0.01
0,-0.00
0,-0.00
0,0.00
0,-0.00
0,-0.00
0,-0.00
0,0.01
0,-0.01
0,0.00
0,0.00
0,-0.01
0,-0.00
0,-0.00
0,0.01
0,-0.01
0,0.00
0,0.00
0,-0.01
0,0.00
0,-0.00
0,0.00
0,-0.00
0,0.00
0,-0.01
0,0.01
0,-0.00
0,0.00
0,-0.00
0,-0.01
0,-0.00
0,0.01
0,0.00
0,-0.00
0,0.01
0,-0.00
0,0.00
0,-0.01
0,-0.01
0,-0.00
0,0.00
0,0.01
0,-0.01
0,-0.00
0,0.00
0,-0.00
0,-0.00
0,-0.00
0,-0.00
0,0.00
0,0.00
0,0.01
0,-0.00
0,-0.00
0,-0.01
0,-0.01
0,-0.01
0,-0.00
0,-0.00
0,-0.01
0,0.01
0,0.01
0,-0.00
0,0.00
0,-0.01
0,0.00
0,0.00
0,-0.00
0,0.00
0,0.00
0,0.01
0,-0.00
0,-0.00
0,0.00
0,-0.01
0,-0.01
0,-0.00
0,0.00
0,-0.00
0,0.00
0,-0.00
0,-0.00
0,-0.00
0,-0.01
0,-0.00
0,0.00
0,-0.01
0,0.01
0,0.01
0,-0.01
0,-0.01
0,-0.00
0,-0.01
0,-0.00
0,0.00
0,-0.00
0,0.00
0,0.01
0,-0.00
0,-0.01
0,0.01
0,0.01
1,-0.00
1,-0.00
1,-0.00
1,-0.00
1,-0.00
1,-0.01
1,0.00
1,-0.00
1,0.00
1,0.00
1,-0.01
1,0.01
1,0.01
1,-0.00
1,-0.00
1,-0.00
1,-0.00
1,0.00
1,-0.00
1,-0.00
1,-0.00
1,-0.01
1,0.00
1,-0.00
1,0.00
1,0.01
1,-0.01
1,0.01
1,-0.00
1,0.00
1,0.01
1,-0.00
1,-0.00
1,-0.00
1,-0.01
1,-0.02
1,0.00
1,0.01
1,0.00
1,-0.00
1,0.00
1,0.00
1,-0.01
1,-0.00
1,-0.00
1,-0.00
1,0.00
1,0.00
1,-0.00
1,-0.00
1,0.00
1,0.01
1,0.00
1,-0.00
1,-0.00
1,0.00
1,-0.01
1,0.00
1,0.01
1,-0.01
1,0.00
1,0.00
1,0.01
1,-0.01
1,-0.00
1,0.00
1,-0.01
1,-0.02
1,0.00
1,0.00
1,-0.01
1,0.01
1,0.00
1,0.00
1,-0.01
1,0.00
1,-0.00
1,0.01
1,0.01
1,-0.00
1,0.01
1,-0.01
1,0.01
1,0.01
1,0.01
1,0.01
1,-0.00
1,-0.00
1,-0.00
1,-0.01
1,0.00
1,0.00
1,0.00
1,0.00
1,0.01
1,0.01
1,0.00
1,0.00
1,0.01
1,-0.00
1,0.00
1,0.01
1,0.01
1,-0.01
1,0.01
1,-0.00
1,0.00
1,0.00
1,0.02
1,0.00
1,-0.00
1,-0.01
1,-0.00
2,0.00
2,0.00
2,-0.00
2,-0.00
2,0.00
2,0.00
2,-0.02
2,0.00
2,0.01
2,-0.01
2,-0.00
2,-0.01
2,0.02
2,0.00
2,0.00
2,-0.01
2,-0.00
2,0.01
2,-0.00
2,0.01
2,-0.01
2,-0.00
2,0.01
2,-0.01
2,0.02
2,-0.01
2,0.02
2,-0.03
2,-0.01
2,0.01
2,-0.01
2,0.00
2,-0.01
2,0.04
2,-0.02
2,0.01
2,-0.01
2,0.02
2,-0.01
2,-0.03
2,0.03
2,0.00
2,-0.00
2,-0.01
2,0.01
2,-0.00
2,-0.00
2,0.01
2,-0.01
2,-0.01
2,-0.00
2,0.02
2,0.00
2,-0.01
2,-0.00
2,0.01
2,0.01
2,-0.00
2,0.01
2,0.01
2,0.00
2,-0.01
2,0.01
2,0.00
2,0.00
2,0.01
2,0.01
2,-0.00
2,-0.00
2,0.00
2,0.00
2,-0.01
2,-0.00
2,-0.01
2,-0.00
2,-0.00
2,0.00
2,0.00
2,-0.00
2,0.01
2,0.00
2,0.01
2,0.00
2,0.00
2,-0.00
2,0.01
2,-0.00
2,-0.00
2,0.01
2,-0.01
2,-0.00
2,0.01
2,0.00
2,0.01
2,0.00
2,0.00
2,0.00
2,-0.01
2,0.01
2,0.00
2,0.01
2,0.01
2,-0.01
2,0.00
2,-0.01
2,-0.00
2,-0.01
2,0.00
2,0.01
2,0.00
2,0.01
2,-0.00
3,-0.00
3,-0.00
3,0.00
3,0.01
3,0.00
3,0.00
3,0.00
3,-0.01
3,0.00
3,0.01
3,0.01
3,-0.01
3,-0.01
3,0.01
3,-0.00
3,-0.00
3,-0.01
3,-0.00
3,0.01
3,-0.00
3,0.00
3,-0.00
3,0.00
3,-0.00
3,0.00
3,0.00
3,0.01
3,-0.00
3,0.01
3,0.00
3,-0.01
3,0.01
3,0.01
3,-0.00
3,0.00
3,0.00
3,-0.00
3,0.00
3,0.01
3,0.00
3,0.00
3,0.01
3,0.02
3,0.00
3,0.00
3,0.00
3,-0.00
3,0.00
3,-0.01
3,0.01
3,0.01
3,0.01
3,0.00
3,0.01
3,0.01
3,0.01
3,0.00
3,0.00
3,-0.00
3,-0.01
3,0.00
